leader,client,version,name,www_url,details,avatar_url,active_stake,active_stake_pct,commission,data_center_key,blocks,skipped,skip_rate,avg_compute_units,compute_units_p10,compute_units_p50,compute_units_p90,avg_txn,avg_vote,p50_included_votes,p90_included_votes,p99_included_votes,p999_included_votes,avg_user,avg_fee,fee_p10,fee_p50,fee_p90,avg_tips,tips_p10,tips_p50,tips_p90,rewards_p10,rewards_p50,rewards_p90,avg_reward,votes,missed_votes,avg_vote_latency,vote_latency_p90,vote_latency_p95,vote_latency_p99,lat1_vote_rate,low_latency_votes,lat2_vote_rate
HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Agave Jito,4.0.2,Helius,https://helius.dev,Crypto's #1 developer platform. Exclusively on Solana.,https://helius-docs.s3.us-east-2.amazonaws.com/orange360x360.png,15731803252554834,0.0368509451802531,0,399460-GB-City of London,220280,197,0.000894316324677683,33915047.297896706,20645442,29948962,58644565,1267.7232498648236,711.4123217149894,709,720,772,1012,556.3109281498344,19407865.229826927,5637801,11083908,27757183,3241598.246043538,275682,1370936,7355837,6485015,13403212,34106730,22649463.475870468,6062587,2911,1.0040957762750455,1,1,1,0.9970502009892674,6057615,0.9987003540352334
Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Agave Rakurai,4.0.3,Figment,https://figment.io,,https://hosted-assets-container-pbmv.s3.ca-central-1.amazonaws.com/f.png,15534609587984993,0.0363890290981424,7,16276-CA-Beauharnois,214768,40,0.0001862474856589436,37358130.51416676,21834572,34518476,59949043,1330.767738720614,710.7850769345405,709,719,758,1017,619.9826617860735,19787783.304287285,6331228,12597450,30310515,11024523.400590517,715691,3392252,14783245,7984437,17141364,45037470,30812306.7048778,6065176,322,1.0039815827273602,1,1,1,0.9968635716308868,6061812,0.9993923005167918
JUPiTERrZqgf1jUyR7dSkhMx4Kn2qJyekWsg3LT1h4b,Agave Harmonic,4.1.0,Jupiter,https://jup.ag,,https://solana-validator-website-italo-casas.vercel.app/jupiter.png,12828886753813685,0.03005101162905072,5,20326-NL-Europe/Amsterdam,4384,1,0.0002281021897810219,44506779.54004107,27426087,43444958,59949043,1488.4713666438513,704.6226328998403,703,710,752,835,783.8487337440109,27177755.44102213,9295164,18310863,44234048,3107231.84257358,0,316476,6168737,10170530,20155850,47726884,30284987.28359571,1072486,2,1.0510365636474508,1,1,2,0.950455389710654,1071821,0.9993780816195612
DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,Agave JitoBAM,4.1.0,binance staking,https://www.binance.com,,,12338059564213734,0.028901274020045973,0,14618-US-Ashburn,186832,228,0.0012203476920441894,32922063.49682215,20604192,29829406,52430835,1253.0537448286211,711.5184133244733,710,726,793,957,541.5353315041478,20273806.147172622,6022450,11816471,29238744,4931995.069291119,375121,1664448,8377037,7067411,14375055,36873560,25205801.21646374,6060513,4985,1.021564181118001,1,1,1,0.9952671652022635,6057541,0.9986881538828304
q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,Agave Rakurai,4.0.3,Ledger by Figment,https://www.ledger.com/staking,,https://s3.amazonaws.com/keybase_processed_uploads/3c47b62f3d28ecfd821536f69be82905_360_360.jpg,9182202014086799,0.02150883898196291,7,396356-DE-Frankfurt am Main,128112,35,0.0002731984513550643,29911918.897952013,17522653,26140730,52957774,1237.3979481093404,711.5413227980043,709,718,763,1073,525.8566253113362,18730625.34059979,5740200,11444329,28036147,8685933.329450253,331374,2065751,12724056,7053290,14931819,40265490,27416558.670050047,6062202,3296,1.0030525211795978,1,1,1,0.9975096851074718,6058773,0.9988912699336476
E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,Agave Jito,4.0.2,Bitwise Onchain Solutions,https://bitwiseinvestments.com,,http://bitwiseinvestments.com/bitwise-full-square.png,8082183594529965,0.018932102048148634,0,20326-US-America/Chicago,115588,22,0.0001903311762466692,33536311.02971462,20604192,29650965,57368473,1263.5764584739456,711.6079556270876,709,719,757,1010,551.9685028468581,19490824.47498399,5637801,11061763,27207554,2709384.8034716095,208356,708570,4588229,6280780,12522091,31046767,22200209.2784556,6065021,477,1.002593560681818,1,1,1,0.9980855652742776,6062346,0.9994803394544026
EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Frankendancer Jito,0.911.40002,Everstake,https://everstake.one,"Everstake is the №1 staking infrastructure platform, trusted by retail and institutional clients worldwide. Committed to the highest standards of compliance, we deliver secure staking solutions across 130+ chains with a reliability rate of 99.98%.",https://everstake.one/logo.png,7571168857727554,0.017735076141461876,7,20326-DE-Frankfurt am Main,106648,107,0.0010033005776010802,35754909.63963169,21965973,31800903,59949043,1348.8016819815846,717.6473939610103,715,727,773,1082,631.1542880205742,21188365.597863737,6356603,12877665,31928362,4248228.93257056,512473,2242281,8930696,7595031,15950568,40265490,25436594.53043429,6064612,886,1.0035148167764072,1,1,1,0.9973491047231406,6061318,0.9993108562561556
CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Agave Harmonic,4.0.3,Kraken 2,https://www.kraken.com/,Kraken Exchange validator,https://i.ibb.co/67MctPP6/kraken-logo.png,7033351205954878,0.0164752657761607,10,1072-US-America/Chicago,98508,49,0.0004974215292159012,35195966.00993307,21231683,32508276,57483325,1337.6312272113266,709.4526757330462,715,737,830,1337,628.1785514782803,26191386.838034105,6997089,14872211,37920610,3997404.674524422,337393,1390264,7282646,7952563,17175681,44234048,30188791.512558527,6065016,482,1.0066130081107785,1,1,1,0.9963111025673408,6057633,0.998703321639872
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Frankendancer Jito,0.913.40003,Staking Facilities | MEV 🔥,https://stakingfacilities.com,"We invest in leading crypto networks & operate secure, performant, and highly available bare-metal infrastructure out of Germany.",https://media.stakingfacilities.com/SF_Icon_Wht_Blk_100px.png,6671210687012723,0.015626970116925418,0,9002-DE-Frankfurt am Main,95196,135,0.0014181268120509263,33259873.99159487,19756737,28774646,59829264,1259.9787294474074,716.6679079748793,715,727,771,1039,543.3108214725281,18985850.411388475,5515124,10951696,27536011,1908098.9450458128,186652,628445,3949125,6119584,12249613,31108923,20893949.35643429,6064996,502,1.0184722298250486,1,1,1,0.99543549433204,6052464,0.997851124507831
9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,Firedancer Jito,0.1.1,,,,,6122616978039680,0.014341917388318848,100,20326-NL-Amsterdam,86848,25,0.00028785924834193074,34211181.75385555,20277148,29710326,59949043,1337.4954793084785,784.7480621494304,717,1005,1487,1850,552.7474171590477,18788477.802886333,5717285,11375869,28374608,2215124.256049664,190423,647584,4252445,6331228,12698634,32056331,21003602.058935996,6064722,776,1.0118392895832653,1,1,1,0.9916564146917533,6054835,0.9982420239854995
9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Frankendancer Jito,0.911.40002,Galaxy,https://galaxy.com/staking,Bespoke crypto and blockchain solutions for a digitally native ecosystem.,http://bit.ly/4gs2Zx0,6114105686841557,0.014321980123637872,5,400963-GB-Europe/London,89308,29,0.00032471895015004256,35444908.38637306,22231153,32703912,55672978,1367.2813539578176,716.7283235699325,715,726,769,1028,650.5530303878852,21014186.422428567,6497998,13190467,32120508,13858180.133749258,1482150,5694462,20399177,8930696,19835922,53170029,34872366.556177825,6064152,1346,1.0080200826100665,1,1,1,0.9974259327098944,6059949,0.9990851534367003
5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,Agave Jito,4.0.2,Kiln1,https://kiln.fi,"Enterprise-grade staking made easy. Stake your treasury directly, or bring staking to your users through our whitelabel product.",https://raw.githubusercontent.com/kilnfi/public/main/icon-360px.png,5720532933439579,0.013400056061454968,5,7979-LU-Europe/Luxembourg,84012,19,0.00022615816788077893,29663305.32809877,18347522,27757183,42499606,1275.6885216625194,712.9509840105723,710,719,757,1002,562.7375376519472,19234218.152584143,6058693,11959122,28717155,7014864.450061315,821596,3786696,13619389,7826334,16835580,41992658,26249082.602645457,6065101,397,1.0025338407390083,1,1,1,0.9982655999556838,6063857,0.9997294533771176
5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Agave Vanilla,4.0.2,Upbit Staking,https://upbit.com/staking,"""The Most Trusted Digital-Asset Exchange""",https://staking-static.upbit.com/staking/upbit.png,5644980288830535,0.013223077852408343,100,16509-US-Boardman,79148,530,0.006696315762874615,32368417.460606985,18793189,27868434,58061042,1233.444847236002,707.2479330433234,707,735,792,959,526.1969141926785,16840368.286015924,5395116,10691984,26298046,206010.87238291485,0,18789,405552,5504105,10886183,26615524,17046379.15839884,6028878,36620,1.0132749410420978,1,1,1,0.9878191370271656,6024955,0.9933158002854836
JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,Frankendancer Jito,0.911.40002,Forward Industries,https://sol.forwardindustries.com,The World’s Leading Solana Treasury Company.,http://bit.ly/46Un22V,5273707905784255,0.012353391268172776,0,400963-GB-Europe/London,82788,10,0.0001207904527226168,35919437.76493754,22725658,33431371,55561743,1383.2295779071735,714.3720553770326,713,724,771,1023,668.8575225301408,21263927.06395419,6655837,13376433,32378503,14177505.503648313,1488090,5649088,20115578,9056605,19955295,53063795,35441432.5676025,6064988,510,1.0043498849461865,1,1,1,0.9971588482924238,6061218,0.9992943695637192
9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ,Agave Jito,4.0.3,,,,,4538782521713328,0.010631866112715726,8,16509-DE-Frankfurt am Main,64448,80,0.001241310824230387,34446972.06408464,20852932,30310515,58293751,1275.066616952523,712.3542443450161,710,720,758,961,562.7123726075068,19190526.76621924,5740200,11330456,28317916,2086316.1414522743,193108,638581,3941235,6356603,12673262,31737365,21276842.907671515,6061913,3585,1.0092043551268386,1,1,1,0.9971473076077184,6059895,0.9990762506227848
EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,Agave Harmonic,4.0.2,,,,,4107698504734250,0.00962207383253326,100,262287-NL-Amsterdam,57204,27,0.0004719949653870359,35827732.117057554,22054013,32703912,57483325,1359.3961732864614,722.1222344649073,717,738,867,1406,637.2739388215541,26280240.052381203,7297226,15051753,38148817,3495059.616191826,348364,1362735,7224617,8293684,17383031,44234048,29775299.66857303,6065134,364,1.009303669135752,1,1,1,0.9977957292212444,6063133,0.9996100897238775
FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,Agave Harmonic,4.0.2,,,,,4044766885340105,0.00947465973008308,100,20326-IE-Dublin,57028,20,0.0003507049168829347,34681703.748263404,21189262,31296138,57713718,1324.1332269155207,720.9626017401066,715,732,865,1357,603.170625175414,24471602.68939447,6485015,13349707,34726210,3429374.5272067077,260668,1163571,6589610,7282646,15355819,40426875,27900977.216601174,6063853,1645,1.0050613034319928,1,1,1,0.9978898682350568,6062487,0.999503585690738
BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,Agave Harmonic,4.0.2,,,,,4016785711749527,0.009409115260862863,100,20326-DE-Frankfurt am Main,57212,16,0.0002796616094525624,35435667.025596194,21834572,32378503,57483325,1357.0864570949018,722.1677390027274,717,738,860,1356,634.9187180921742,25856982.72575005,7224617,14961713,37844844,3712629.517885866,343521,1360012,7210182,8194754,17141364,44057465,29569612.24363592,6065227,271,1.0019844269637397,1,1,1,0.9982565322748436,6064169,0.9997808918575194
5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,Agave Harmonic,4.0.2,,,,,3978148427098968,0.00931860939604153,100,20326-DE-Frankfurt am Main,57312,21,0.0003664154103852596,35523914.18046465,21790946,32443325,57598406,1356.5099404793075,723.2471592396712,717,738,863,1386,633.2627812396363,27087276.032588016,7195776,15112080,38532220,3700885.0061266166,341466,1365463,7355837,8178381,17417832,44947485,30788161.038714632,6065223,275,1.0019888798812508,1,1,1,0.9982374077116174,6064196,0.9997853432644772
Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,Agave Harmonic,4.0.2,,,,,3913712873926489,0.009167672405570796,100,20326-GB-City of London,55764,12,0.00021519259737465033,35638149.50487875,22009949,32573358,57368473,1358.5897905007891,722.5287343951786,717,738,870,1394,636.0610561056105,26250745.546975892,7239081,14812841,37693767,4176050.421527479,353983,1370936,7282646,8227599,17141364,44145668,30426795.96850337,6065211,287,1.0021120452363488,1,1,1,0.9981445876332,6063887,0.9997343993848484
J6etcxDdYjPHrtyvDXrbCkx3q9W1UjMj1vy1jBFPJEbK,Frankendancer Harmonic,0.911.40002,,,,,3891324573552959,0.009115228956050155,0,20326-US-Newark,54916,56,0.001019739238109112,36835478.178472474,22725658,33970575,58061042,1396.849289099526,722.854939846883,715,742,892,1441,673.9943492526431,28460586.057291288,7717529,16014499,41161147,3846511.569413051,425493,1551921,7717529,8859535,18531918,47822433,32307097.62670434,6063130,2368,1.0111021864944345,1,1,1,0.9964370608975552,6060763,0.9992193551131332
A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,Agave Harmonic,4.0.2,,,,,3889391647979772,0.009110701176672837,100,20326-NL-Amsterdam,54612,16,0.00029297590273200027,35443736.39350868,21834572,32378503,57368473,1355.5347644516082,722.508590372921,717,738,861,1370,633.0261740786871,26357672.551304124,7297226,14961713,37996527,3804752.17492124,350461,1365463,7181399,8277113,17244521,44145668,30162424.726225365,6065230,268,1.001848569633798,1,1,1,0.9983251169153794,6064242,0.999792927142998
9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,Agave Harmonic,4.0.2,,,,,3661530426156076,0.008576947908892367,2,396356-GB-City of London,52232,28,0.0005360698422423036,34127884.13560264,20075387,31171203,57253850,1333.208144969734,719.428626158915,715,735,849,1289,613.7795188108191,24901894.664393533,6655837,14375055,36652980,4091150.30419125,290397,1429742,7748461,7534513,16801942,43619086,28993044.968584783,6065178,320,1.0236637737589895,1,1,2,0.9889488051929124,6028015,0.9938202930740394
DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,Agave Jito,4.0.3,P2P.org,https://p2p.org,Secure non-custodial SOL staking service | Solana seed investors and contributors | Wormhole Hackathon Winners.,https://cdn.p2p.org/p2p360_logo.png,3646048367201961,0.008540681976968582,7,7979-NL-Europe/Amsterdam,51280,31,0.0006045241809672386,32687676.605806943,19058144,28602515,59949043,1330.8781829889365,712.8109231399637,710,719,754,982,618.0672598489726,18823787.69913559,6356603,12597450,29829406,16396450.952467363,1813926,6293354,22275660,9111108,19835922,52640978,35220238.65160296,6064962,536,1.0019142741537377,1,1,1,0.9982273508292312,6063914,0.9997388507918064
shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,Agave Harmonic,4.0.2,blueshift,https://blueshift.gg,Solana's leading devshop and onchain learning platform. Make the shift. Build on Solana. Support our validator and promote network decentralization!,https://blueshift.gg/branding/blueshift.png,3634134955623690,0.008512775419154916,0,395201-DE-Rüsselsheim am Main,51424,14,0.0002722464219041693,35185624.42964404,21574123,32120508,56008020,1347.874362964404,719.3128963236725,715,729,850,1318,628.5614666407314,26653163.839564286,7138440,14812841,37920610,3440978.7498346623,338745,1362735,7152731,8129458,17072936,44500250,30094142.58939895,6065475,23,1.002822532447995,1,1,1,0.9978667868656456,6062852,0.9995637621181312
FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,Agave Harmonic,4.1.0,Coinbase 04,https://coinbase.com/staking,"Coinbase maintains world-class, enterprise-grade staking infrastructure across multiple networks with zero slashing events and a 99% uptime guarantee.",https://static-assets.coinbase.com/email/coinbase-logo-round.png,3622717480382803,0.008486030566867845,8,20326-NL-Amsterdam,52344,6,0.00011462631820265931,35741359.133306585,22009949,32703912,57483325,1355.235469448584,722.7604417440483,717,738,861,1402,632.4750277045359,27165852.721808247,7297226,15021679,37996527,3544765.297202797,348364,1368197,7195776,8293684,17244521,44500250,30710618.019011043,6065225,273,1.0018723130634066,1,1,1,0.9982965949374644,6064253,0.999794740679166
5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,Agave JitoBAM,4.1.0,,,,,3598006067995900,0.008428145346173359,100,20326-JP-Tokyo,50996,16,0.0003137500980469056,31945199.800863083,20480937,28947813,49973599,1236.0796586896822,706.297430364849,705,727,769,1005,529.7822283248332,19240871.29727344,5915016,11375869,27426087,6066502.1180266775,372132,1799473,9276592,6983109,14034161,35855420,25307373.415300116,6064970,528,1.0078178457601603,1,1,1,0.9941101291270724,6059417,0.9989974442329383
GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,Agave Harmonic,4.1.0,Twinstake,https://twinstake.io,Twinstake is an institutional-grade non-custodial staking provider,https://s3.amazonaws.com/keybase_processed_uploads/1c3b35f85ac2d3bea30f479373076e05_360_360.jpg,3010878534578123,0.007052829102990491,10,20326-DE-Frankfurt am Main,43224,9,0.0002082176568573015,34476742.77642023,16502213,33632562,53490008,1384.1906976744183,709.3826449149601,715,743,912,1421,674.8080527594585,31300368.24496124,7253573,16338013,43185069,6523828.294666204,724331,3038895,12298710,8966490,20645442,55008894,37824196.53962745,6065099,399,1.0019242884576165,1,1,1,0.9982410347839534,6064049,0.9997611078265956
krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,Agave JitoBAM,4.1.0,Kraken,https://www.kraken.com/,,https://s3.amazonaws.com/keybase_processed_uploads/ceb2cf3dec4fcc2c06f4a0b7b8c7b105_360_360.jpg,2998242048607367,0.007023228780363539,10,1072-IN-Gurugram,42928,14,0.0003261274692508386,33029376.811017383,20358419,29532598,54679829,1248.760754066272,711.5127464230787,710,723,770,965,537.2480076431933,18405780.997716364,5832782,11444329,28317916,5752953.153050287,350461,1684542,8948575,6872268,14062257,36143414,24158734.15076665,6065110,388,1.003636867262094,1,1,1,0.9976297082284092,6062209,0.9994577526857646
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,Agave JitoBAM,4.0.3,Bitwise Onchain Solutions | Jito BAM,https://bitwiseinvestments.com,,http://bitwiseinvestments.com/bitwise-full-square.png,2934758866683147,0.006874522670873036,5,60068-NL-Amsterdam,42096,6,0.00014253135689851768,32422322.982394867,19599313,29532598,51495522,1253.3623663578046,706.9505108101687,707,733,784,914,546.411855547636,21207281.37476835,6010417,12079314,31358793,7805789.496008554,354692,1835825,10049213,7039198,14842496,40914920,29013070.870776907,6065093,405,1.113752089209514,2,2,2,0.8877666763718329,6059873,0.9990726235504488
6y7V8dL673XFzm9QyC5vvh3itWkp7wztahBd2yDqsyrK,Agave JitoBAM,4.0.2,,,,,2916667655378480,0.006832144932903017,100,16125-LT-Vilnius,42260,26,0.0006152389966871747,33110146.724416345,20358419,29414704,55896116,1245.9164417294123,710.1708812804849,710,737,790,959,535.7455604489274,19643263.40349008,5856160,11467241,28036147,5197073.335630061,264872,1418349,7504435,6776727,13756266,34726210,24840336.73912014,6064270,1228,1.0068636455830628,1,1,1,0.9963068160273072,6062512,0.9995077073638472
DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,Agave JitoBAM,4.0.2,Drift,https://drift.trade,Drift Protocol is a full service decentralised exchange specializing in the trading of perpetual swaps. Powered by a first of its kind AMM and orderbook hybrid and engineered with resilient guards for capital protection.,https://assets-validator.s3.eu-west-1.amazonaws.com/Drift+Logo+Circular.png,2874819465152444,0.006734117685857323,0,396356-GB-London,42204,16,0.0003791109847407829,32323288.904664833,20115578,29238744,51598617,1244.0745235612023,712.4255001422206,710,720,757,986,531.6490234189818,20401710.520266425,5926858,11628911,28545368,6446432.510121361,342150,1644594,9038509,6927467,14118619,37244145,26848143.03038779,6064365,1133,1.0067929618352458,1,1,1,0.9974470356762132,6062722,0.9995423294179636
7cVfgArCheMR6Cs4t6vz5rfnqd56vZq4ndaBrY5xkxXy,Agave Rakurai,4.0.2,Blockdaemon 🧱👿 Validator,https://blockdaemon.com,"Blockdaemon is the most battle-tested node provider for 70+ protocols, allowing for an easy way to receive optimized rewards while minimizing risk and supporting the network.",https://solana.blockdaemon.com/blockdaemon.png,2683767774187572,0.00628658886304435,6,20326-NL-Amsterdam,38784,18,0.0004641089108910891,37847440.22403653,23795455,34656827,59949043,1339.2832120930711,713.0037403910643,710,720,759,1065,626.279471702007,19470156.97451375,6485015,12800630,30371197,10743736.82819997,694539,3412667,14724230,8032487,17348300,45037470,30213893.80271372,6061293,4205,1.0111586752199573,1,1,1,0.9974964957535226,6059607,0.9990287689485676
BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,Agave Jito,4.0.3,,,,,2676964139038356,0.006270651695391971,8,16509-DE-Frankfurt am Main,39960,34,0.0008508508508508508,34374669.663527526,20978426,30189515,58293751,1272.1903521514805,712.7157741822372,710,720,760,996,559.4745779692431,19515128.926489003,5728732,11240174,28204870,1865807.381355508,192337,636032,3855474,6305953,12547161,31484479,21380936.307844512,6062332,3166,1.009065158424184,1,1,1,0.9972224869252284,6060297,0.9991425271263794
3psxMyr7rQzywVp1MXKd1XFmFz33NjydzCoJx9t2sMQW,Agave Harmonic,4.0.2,OtterSec,https://osec.io,,https://avatars.githubusercontent.com/u/99055801,2636737630343662,0.006176423154461013,5,395201-US-Sterling,37860,14,0.000369783412572636,35306296.69320404,21922085,32313810,57025292,1360.5813295989008,719.3140094065423,716,745,857,1418,641.2673201923585,26938489.407229297,7326473,15172650,39232080,3419041.9710669555,395143,1500043,7459543,8444322,17557733,45581176,30357531.378296252,6064995,503,1.003374940952136,1,1,1,0.9969033045596586,6063351,0.9996460307133892
Fc6NNdS2j3EmrWbU6Uqt6wsKB5ef72NjaWfNxKYbULGD,Agave JitoBAM,4.0.3,OKX Earn,https://www.okx.com,OKX Earn serves as a one-stop shop for all the decentralised earning options available on the OKX platform and we are the leading staking service provider for blockchain projects.,https://raw.githubusercontent.com/bxlkm/okxicon/main/okx.png,2603851328043359,0.006099388671903975,5,45102-SG-Asia/Singapore,38396,46,0.0011980414626523595,32459483.503911342,20277148,29414704,51495522,1239.4790612777051,704.8225293350717,707,729,805,983,534.6565319426336,19675048.40571056,5903197,11467241,28092276,7736034.34886571,353276,1746290,9184289,6913626,14090410,36433721,27411082.75457627,6062725,2773,1.023896350238548,1,1,2,0.9854811591727504,6058906,0.9989131972345882
CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,Agave JitoBAM,4.0.2,Nansen | Stake to Stack Points,https://nansen.ai,"Nansen is a leading on-chain analytics platform founded in 2020, and is now one of the most trusted names in crypto, serving traders and institutions. Disclaimer: delegating comes with slashing risks",https://raw.githubusercontent.com/stakewithus/public-goods/main/nansen.png,2558965245243129,0.005994245316747982,0,29802-SG-Singapore,36212,22,0.0006075334143377885,32523348.53813208,20440016,29591722,51495522,1240.8579994473612,706.2683614258083,706,731,862,1059,534.5896380215529,20362926.65913236,5926858,11490198,27426087,6930743.5323570045,361134,1763841,9388582,6955232,14090410,36506661,27293670.19148936,6064807,691,1.0107856688597014,1,1,2,0.9897213716004852,6061867,0.999401368197632
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Agave JitoBAM,4.0.2,,,,,2502415693398342,0.005861780881390789,100,59642-NL-Amsterdam,35364,12,0.00033932813030200206,31459551.68222449,19955295,28717155,48593746,1231.7328015388098,712.4555894998869,710,721,759,1006,519.2772120389228,19570207.906964246,5879632,11421464,27980131,6898495.376725503,331374,1608808,8859535,6886026,13922336,35855420,26468703.28368975,6064302,1196,1.0053605509751988,1,1,1,0.9979853261842638,6062914,0.9995739838674416
5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,Agave JitoBAM,4.0.2,,,,,2502415680489477,0.005861780851152432,100,16125-LT-Vilnius,35800,14,0.00039106145251396646,33169582.32839658,20480937,29532598,55561743,1249.6574358687756,710.2160342033197,710,738,790,988,539.4414016654557,19223295.089783713,5891403,11513202,28488334,4738864.979042084,279010,1452801,7671362,6817509,13811401,35498652,23962160.068825796,6064067,1431,1.0069069157712145,1,1,1,0.9962624668246532,6062324,0.9994767123820666
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,Agave Jito,4.0.2,,,,,2502395555572177,0.005861733709562097,100,20326-JP-Tokyo,35760,10,0.0002796420581655481,33994313.64889511,20728189,29889124,58879613,1259.906013986014,704.1805034965035,706,725,772,1065,555.7255104895105,18680400.127804197,5660398,10951696,27098941,2032364.5283076924,196222,690385,4364458,6343903,12397494,30799384,20712764.65611189,6064972,526,1.007450487817586,1,1,1,0.9944588226721036,6059261,0.9989717249927376
BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,Agave JitoBAM,4.0.2,,,,,2502391141874190,0.005861723370700114,100,16125-LT-Vilnius,36104,8,0.0002215820961666297,33188437.598404255,20440016,29473592,56008020,1251.8088707890072,710.020667109929,710,737,789,1012,541.788203679078,21100989.141650043,5879632,11536251,28659778,5017658.50617797,268070,1455710,7717529,6817509,13894519,35569721,26118647.647828013,6064324,1174,1.0070070464572802,1,1,1,0.9963122566358112,6062600,0.9995222156531912
76rcGHdPvgs8G1XrzCXUTWtwgT59AFDvpB4VbTS2TBBJ,Agave JitoBAM,4.0.2,,,,,2502383460422850,0.005861705377292893,100,20326-NL-Amsterdam,36824,12,0.000325874429719748,32529490.220879063,20196202,28889976,55896116,1245.3917472563294,711.560306421819,709,719,761,966,533.8314408345104,18536505.067885473,5671730,11106098,27207554,4269675.472264479,248452,1034061,6407660,6459127,13033128,32638570,22806180.54014995,6065133,365,1.0036729614997726,1,1,1,0.99774758807933,6061370,0.9993194293362226
3SkE34PVeGck2ArEffFKjihrQgURsvnoTAhitsNXNzXd,Agave Jito,4.0.2,,,,,2500000947676992,0.005856124462938742,100,214159-SE-Stockholm,35328,14,0.000396286231884058,34295416.011411905,20936511,30249955,57713718,1267.065441467973,709.6861018293029,709,745,789,995,557.3793396386702,20177717.220280908,5717285,11285225,27980131,1903551.353287648,190423,627189,3809485,6305953,12547161,31171203,22081268.573568556,6064340,1158,1.006227883001283,1,1,1,0.9972099570389767,6062640,0.9995288103301658
HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,Agave JitoBAM,4.0.2,,,,,2500000937382560,0.005856124438824562,100,16125-LT-Vilnius,35328,20,0.0005661231884057971,33135024.629205845,20480937,29414704,55672978,1249.7026452928517,710.1250141610966,710,737,790,996,539.5776311317549,19598877.05517163,5879632,11490198,28431414,4493916.799592161,261713,1418349,7429765,6803888,13756266,34865393,24092793.854763795,6064301,1197,1.0072019842023012,1,1,1,0.9962848887263668,6062572,0.999517599379309
DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,Agave JitoBAM,4.0.2,,,,,2499999992171680,0.0058561222247163775,100,20326-JP-Tokyo,35492,24,0.0006762087230925279,32983788.97868501,20604192,29414704,56345078,1248.4882147287697,704.4608943272809,706,725,772,1108,544.0273204014886,19568954.05926469,5683084,11106098,26936834,3752459.551962332,272939,1120185,6682513,6524042,13007088,32638570,23321413.61122702,6064945,553,1.0101921781648473,1,1,1,0.9918341412362184,6059227,0.9989661195173092
